begin lu_log
0	3	32	1	1	1	32	32	8506	1914	0	0
0	2	32	1	1	1	32	32	6548	1844	0	0
0	1	32	1	1	1	32	32	1110	1104	0	0
0	0	32	1	1	1	32	32	248202	239710	0	0
1	3	32	16	16	16	32	32	4012	1806	0	1
1	2	32	16	16	16	32	32	2104	1262	0	1
1	1	32	16	16	16	32	32	1858	968	0	1
1	0	32	16	16	16	32	32	486920	471202	0	1
1	3	32	1	1	1	32	32	1408	632	0	2
1	2	32	1	1	1	32	32	898	498	0	2
1	1	32	1	1	1	32	32	702	334	0	2
1	0	32	1	1	1	32	32	256866	251190	0	2
1	3	32	32	32	32	32	32	2442	1658	0	3
1	2	32	32	32	32	32	32	1660	1238	0	3
1	1	32	32	32	32	32	32	1734	1296	0	3
1	0	32	32	32	32	32	32	339756	314548	0	3
0	3	32	1	1	1	1	1	1336	2262	4	4
0	2	32	1	1	1	1	1	1112	1068	4	4
0	1	32	1	1	1	1	1	478	754	4	4
0	0	32	1	1	1	1	1	250518	244386	4	4
1	3	32	13	13	13	13	13	2070	1190	4	5
1	2	32	13	13	13	13	13	1332	896	4	5
1	1	32	13	13	13	13	13	1190	670	4	5
1	0	32	13	13	13	13	13	482934	494396	4	5
1	3	32	1	1	1	1	1	1054	648	4	6
1	2	32	1	1	1	1	1	728	430	4	6
1	1	32	1	1	1	1	1	582	480	4	6
1	0	32	1	1	1	1	1	336462	249992	4	6
1	3	32	32	32	32	32	32	2392	2214	4	7
1	2	32	32	32	32	32	32	1754	1514	4	7
1	1	32	32	32	32	32	32	1830	1390	4	7
1	0	32	32	32	32	32	32	302598	293524	4	7
0	3	32	1	1	1	1	1	1100	964	8	8
0	2	32	1	1	1	1	1	882	758	8	8
0	1	32	1	1	1	1	1	466	658	8	8
0	0	32	1	1	1	1	1	263826	256390	8	8
1	3	32	13	13	13	13	13	1758	1136	8	9
1	2	32	13	13	13	13	13	1230	792	8	9
1	1	32	13	13	13	13	13	1232	680	8	9
1	0	32	13	13	13	13	13	275970	264058	8	9
1	3	32	1	1	1	1	1	1080	676	8	10
1	2	32	1	1	1	1	1	786	476	8	10
1	1	32	1	1	1	1	1	640	424	8	10
1	0	32	1	1	1	1	1	252766	246342	8	10
1	3	32	32	32	32	32	32	2386	2060	8	11
1	2	32	32	32	32	32	32	1882	1672	8	11
1	1	32	32	32	32	32	32	1906	1452	8	11
1	0	32	32	32	32	32	32	292344	295112	8	11
0	3	32	1	1	1	1	1	1188	930	12	12
0	2	32	1	1	1	1	1	612	1686	12	12
0	1	32	1	1	1	1	1	500	686	12	12
0	0	32	1	1	1	1	1	305848	245300	12	12
1	3	32	10	10	10	10	10	2918	1074	12	13
1	2	32	10	10	10	10	10	1132	666	12	13
1	1	32	10	10	10	10	10	976	642	12	13
1	0	32	10	10	10	10	10	269766	250578	12	13
1	3	32	1	1	1	1	1	1094	586	12	14
1	2	32	1	1	1	1	1	692	416	12	14
1	1	32	1	1	1	1	1	608	426	12	14
1	0	32	1	1	1	1	1	255590	243502	12	14
1	3	32	29	29	29	29	29	2268	1378	12	15
1	2	32	29	29	29	29	29	1724	1046	12	15
1	1	32	29	29	29	29	29	1838	1172	12	15
1	0	32	29	29	29	29	29	301182	290778	12	15
0	3	32	1	1	1	1	1	1076	870	16	16
0	2	32	1	1	1	1	1	540	616	16	16
0	1	32	1	1	1	1	1	470	642	16	16
0	0	32	1	1	1	1	1	264624	254290	16	16
1	3	32	10	10	10	10	10	1764	868	16	17
1	2	32	10	10	10	10	10	1036	710	16	17
1	1	32	10	10	10	10	10	968	548	16	17
1	0	32	10	10	10	10	10	275552	265704	16	17
1	3	32	1	1	1	1	1	1048	664	16	18
1	2	32	1	1	1	1	1	724	418	16	18
1	1	32	1	1	1	1	1	572	282	16	18
1	0	32	1	1	1	1	1	261684	262616	16	18
1	3	32	28	28	28	28	28	2078	1404	16	19
1	2	32	28	28	28	28	28	1650	1188	16	19
1	1	32	28	28	28	28	28	1728	1078	16	19
1	0	32	28	28	28	28	28	298098	316388	16	19
0	3	32	1	1	1	1	1	1052	942	20	20
0	2	32	1	1	1	1	1	984	732	20	20
0	1	32	1	1	1	1	1	506	756	20	20
0	0	32	1	1	1	1	1	269276	303378	20	20
1	3	32	9	9	9	9	9	1852	912	20	21
1	2	32	9	9	9	9	9	1238	722	20	21
1	1	32	9	9	9	9	9	1206	572	20	21
1	0	32	9	9	9	9	9	340732	269158	20	21
1	3	32	1	1	1	1	1	1182	614	20	22
1	2	32	1	1	1	1	1	864	488	20	22
1	1	32	1	1	1	1	1	670	240	20	22
1	0	32	1	1	1	1	1	260014	251990	20	22
1	3	32	27	27	27	27	27	2020	1462	20	23
1	2	32	27	27	27	27	27	1568	1146	20	23
1	1	32	27	27	27	27	27	1536	1052	20	23
1	0	32	27	27	27	27	27	298782	298362	20	23
0	3	32	1	2	4	1	2	1454	1134	24	24
0	2	32	1	2	4	1	2	674	890	24	24
0	1	32	1	2	4	1	2	514	1014	24	24
0	0	32	1	2	4	1	2	259234	267552	24	24
1	3	32	5	5	5	5	5	1462	762	24	25
1	2	32	5	5	5	5	5	1004	602	24	25
1	1	32	5	5	5	5	5	1040	562	24	25
1	0	32	5	5	5	5	5	276224	261244	24	25
1	3	32	4	20	21	4	20	2170	1572	24	26
1	2	32	4	20	21	4	20	1628	1016	24	26
1	1	32	4	20	21	4	20	1562	1086	24	26
1	0	32	4	20	21	4	20	318452	285044	24	26
1	3	32	31	31	31	31	31	3048	1850	24	27
1	2	32	31	31	31	31	31	2324	1364	24	27
1	1	32	31	31	31	31	31	2326	1312	24	27
1	0	32	31	31	31	31	31	309030	307342	24	27
0	3	32	1	1	1	1	1	1184	914	28	28
0	2	32	1	1	1	1	1	718	710	28	28
0	1	32	1	1	1	1	1	434	588	28	28
0	0	32	1	1	1	1	1	261196	266346	28	28
1	3	32	14	14	12	14	14	1924	1358	28	29
1	2	32	14	14	12	14	14	1252	1080	28	29
1	1	32	14	14	12	14	14	1116	904	28	29
1	0	32	14	14	12	14	14	285278	276460	28	29
1	3	32	1	1	1	1	1	1104	644	28	30
1	2	32	1	1	1	1	1	808	426	28	30
1	1	32	1	1	1	1	1	464	478	28	30
1	0	32	1	1	1	1	1	259248	256366	28	30
1	3	32	29	29	27	29	29	2564	2006	28	31
1	2	32	29	29	27	29	29	2164	1474	28	31
1	1	32	29	29	27	29	29	2110	1240	28	31
1	0	32	29	29	27	29	29	301868	298406	28	31
0	3	32	1	1	1	1	1	1138	908	32	32
0	2	32	1	1	1	1	1	634	678	32	32
0	1	32	1	1	1	1	1	440	600	32	32
0	0	32	1	1	1	1	1	262614	258416	32	32
1	3	32	10	10	10	10	10	1834	930	32	33
1	2	32	10	10	10	10	10	1126	726	32	33
1	1	32	10	10	10	10	10	1136	726	32	33
1	0	32	10	10	10	10	10	323550	283584	32	33
1	3	32	1	1	1	1	1	1070	584	32	34
1	2	32	1	1	1	1	1	812	424	32	34
1	1	32	1	1	1	1	1	678	366	32	34
1	0	32	1	1	1	1	1	257010	259016	32	34
1	3	32	26	24	24	26	24	2490	1620	32	35
1	2	32	26	24	24	26	24	1926	1226	32	35
1	1	32	26	24	24	26	24	1920	1018	32	35
1	0	32	26	24	24	26	24	300322	295330	32	35
0	3	32	1	1	1	1	1	1066	846	36	36
0	2	32	1	1	1	1	1	558	960	36	36
0	1	32	1	1	1	1	1	444	416	36	36
0	0	32	1	1	1	1	1	269112	259120	36	36
1	3	32	7	7	7	7	6.5172413793103443069	1424	1510	36	37
1	2	32	7	7	7	7	6.5172413793103443069	1060	1060	36	37
1	1	32	7	7	7	7	6.5172413793103443069	976	942	36	37
1	0	32	7	7	7	7	6.5172413793103443069	280316	267764	36	37
1	3	32	1	1	9	1	1	1144	962	36	38
1	2	32	1	1	9	1	1	632	788	36	38
1	1	32	1	1	9	1	1	566	770	36	38
1	0	32	1	1	9	1	1	258068	267570	36	38
1	3	32	23	23	24	23	21.413793103448274024	1890	1504	36	39
1	2	32	23	23	24	23	21.413793103448274024	1476	1152	36	39
1	1	32	23	23	24	23	21.413793103448274024	1644	1080	36	39
1	0	32	23	23	24	23	21.413793103448274024	380210	348518	36	39
0	3	32	1	1	2	1	1	1024	1058	40	40
0	2	32	1	1	2	1	1	584	590	40	40
0	1	32	1	1	2	1	1	428	830	40	40
0	0	32	1	1	2	1	1	261092	295026	40	40
1	3	32	12	7	9	12	7	2738	1110	40	41
1	2	32	12	7	9	12	7	1810	760	40	41
1	1	32	12	7	9	12	7	1844	814	40	41
1	0	32	12	7	9	12	7	281798	272588	40	41
1	3	32	2	16	16	2	16.695652173913043015	2044	1302	40	42
1	2	32	2	16	16	2	16.695652173913043015	1426	1044	40	42
1	1	32	2	16	16	2	16.695652173913043015	1496	932	40	42
1	0	32	2	16	16	2	16.695652173913043015	285704	278712	40	42
1	3	32	26	19	17	24	19.826086956521738358	2832	1584	40	43
1	2	32	26	19	17	24	19.826086956521738358	2246	1092	40	43
1	1	32	26	19	17	24	19.826086956521738358	2370	1030	40	43
1	0	32	26	19	17	24	19.826086956521738358	291510	280334	40	43
0	3	32	1	2	1	1	2	1290	968	44	44
